;age;email;first_name;gender;genre;key;location;password;prefDate;rating;title_type;genre;top5
215;1989-02-24;Onatje@hotmail.com;Ona;Female;['FAMILY', 'DRAMA', 'EDUCATION'];Onatje;Ridderkerk;ajQA=q6w;[2016, 2021];['M'];['tv', 'Documentary'];['FAMILY', 'DRAMA', 'EDUCATION'];"[""Kangaroo Beach Summer Special"", ""David Attenborough's Flying Monsters"", ""Whose Line Is It Anyway?"", ""Moon and Me (Mandarin)"", ""The Making Of David Attenborough's Galapagos"", ""Superwog"", ""David Attenborough's Micro Monsters"", ""Zog"", ""One Plus One"", ""BTN: Media Literacy""]"
216;1971-12-11;Eleanora@live.nl;Eleanora;Female;['SCIENCE', 'PANEL & DISCUSSION', 'LIFESTYLE'];Eleanora;Oosterhout;k[5Q/8f?;[2016, 2021];['No preference'];['News'];['SCIENCE', 'PANEL & DISCUSSION', 'LIFESTYLE'];"[""First Nation Farmers"", ""Bee Cause"", ""ABC Late News"", ""Living With Fire"", ""Crocodile Territory: Protecting a Predator"", ""Heywire 2021"", ""7.30: The Interviews"", ""Afternoon Briefing"", ""David Brill's Story On The Frontlines"", ""Australia Day: National Citizenship and Flag Raising Ceremony 2022""]"
217;1955-11-10;Betsy00@outlook.nl;Betsy;Female;['ARTS & CULTURE'];Betsy00;Zeist;6RswMK$H;[2018, 2022];['M', 'PG'];['Movie', 'tv', 'Panel_Discussion'];['ARTS & CULTURE'];"[""Tate Britain's Great Art Walks"", ""Jack Irish Specials"", ""Peppa Pig (Mandarin)"", ""30 Days Of Night"", ""Mystery Road"", ""Creating A Nation"", ""Jaimen Hudson: From Sky To Sea"", ""Australia Talks 2021"", ""Noddy Toyland Detective"", ""Your Paintings""]"
218;1980-05-23;Breanna@hotmail.com;Breanna;Female;['SCIENCE', 'FAMILY', 'ARTS & CULTURE'];Breanna;Veenendaal;bS9/bH-u;[2016, 2022];['MA', 'M', 'PG'];['Documentary', 'Movie'];['SCIENCE', 'FAMILY', 'ARTS & CULTURE'];"[""Cyber Dreaming"", ""Barrenjoey Road"", ""Tea with the Dames"", ""Catching A Killer: A Bullet Through The Window"", ""Pollock"", ""My Kingdom"", ""Hannah Gadsby's Nakedy Nudes"", ""Stargazing Live"", ""The Making Of David Attenborough's Galapagos"", ""You're Next""]"
219;2000-06-15;Rosalyntjuuh@hotmail.nl;Rosalyn;Female;['SCIENCE'];Rosalyntjuuh;Roermond;!sSj4DNk;[2016, 2020];['PG'];['tv', 'Movie', 'Panel_Discussion'];['SCIENCE'];"[""Pulse"", ""Thunderbirds Are Go"", ""Dead Europe"", ""Insiders: From The Couch"", ""Newcastle"", ""Hannah Gadsby's Nakedy Nudes"", ""Spicks And Specks"", ""Moon and Me"", ""Titch And Ted Do Maths"", ""The Trials Of Jimmy Rose""]"
220;2001-04-17;Casey01@gmail.com;Casey;Female;['DRAMA', 'INDIGENOUS', 'EDUCATION'];Casey01;Arnhem;A(T4pK{-;[2018, 2019];['PG', 'MA'];['Movie', 'tv', 'Documentary'];['DRAMA', 'INDIGENOUS', 'EDUCATION'];"[""Sarah's Channel"", ""Talking Heads"", ""Father Brown"", ""The Boys Are Back"", ""Mumbai - Slum Redevelopment Challenge"", ""Through The Window"", ""Dinosaur Train"", ""Kangaroo Beach (Mandarin)"", ""Anh's Brush With Fame"", ""Wakefield""]"
221;2004-03-09;Kasandratje@icloud.com;Kasandra;Female;['ARTS & CULTURE', 'DRAMA'];Kasandratje;Veenendaal;rLX&w44y;[2020, 2021];['M'];['News', 'Movie'];['ARTS & CULTURE', 'DRAMA'];"[""Thunderstruck"", ""Offsiders"", ""South Solitary"", ""Unsung Secrets"", ""7.30: The Interviews"", ""Boyer Lecture 2017: Professor Genevieve Bell"", ""The End Of The Affair"", ""Budget 2022: An ABC News Special"", ""Primary Colours"", ""We Don't Live Here Anymore""]"
222;2000-12-18;Deirdretje@hotmail.com;Deirdre;Female;['FAMILY', 'REGIONAL AUSTRALIA'];Deirdretje;Woerden;4+/vQDuZ;[2016, 2022];['No preference'];['Movie', 'tv', 'News'];['FAMILY', 'REGIONAL AUSTRALIA'];"[""The Larkins"", ""199 Little Heroes"", ""Children Of The Revolution"", ""Russell Howard Stands Up To The World"", ""The Florida Project"", ""Thomas and Friends: All Engines Go!"", ""BTN Lunar New Year (Chinese Simplified Subtitles)"", ""Teenage Boss (Simplified Chinese Subtitles)"", ""Mini Lessons"", ""Further Back In Time For Dinner: The Development Of A Nation""]"
223;1990-09-02;Robert00@live.nl;Robert;Female;['FAMILY', 'KIDS'];Robert00;Spijkenisse;w[a2eTs(;[2019, 2020];['No preference'];['Documentary'];['FAMILY', 'KIDS'];"[""David Attenborough's Great Barrier Reef"", ""What Is Music?"", ""Stargazing Live"", ""Countdown To War"", ""Revelation"", ""Back To Earth: Stargazing Live"", ""David Attenborough's Flying Monsters"", ""Lockdown Stories"", ""Hannah Gadsby's OZ"", ""Bronwyn Oliver: The Shadows Within""]"
224;1972-11-05;Myra123@outlook.nl;Myra;Female;['DRAMA', 'DOCUMENTARY'];Myra123;Zutphen;/hJm(2bU;[2017, 2019];['No preference'];['Movie', 'tv'];['DRAMA', 'DOCUMENTARY'];"[""Songs of Praise: Enduring Hymns"", ""The Zoo"", ""Cooked"", ""Get My Job"", ""The Lost Bladesman"", ""Odd Squad"", ""You're Next"", ""199 Little Heroes"", ""The Sorcerer and the White Snake"", ""Census 2021: Why We Count""]"
225;1967-09-23;Marcellatje@outlook.com;Marcella;Female;['PANEL & DISCUSSION', 'LIFESTYLE'];Marcellatje;Ede;WDvh&r]3;[2016, 2022];['No preference'];['Panel_Discussion', 'Documentary'];['PANEL & DISCUSSION', 'LIFESTYLE'];"[""The Missing Children"", ""Extraordinary Escapes"", ""Can We Save The Reef?"", ""Cyber Dreaming"", ""Dubboo: Life Of A Songman"", ""Louis Theroux's Forbidden America"", ""David Attenborough's Conquest Of The Skies"", ""Invisible Wars"", ""David Attenborough's Natural History Museum Alive"", ""QI""]"
226;1960-11-08;Lily@live.nl;Lily;Female;['DRAMA'];Lily;Den haag;8=UFzB^x;[2019, 2021];['G', 'PG', 'MA'];['Movie', 'News', 'Documentary'];['DRAMA'];"[""National Press Club Address"", ""Revelation"", ""Budget 2022: An ABC News Special"", ""New Normal"", ""Keeping Australia Safe"", ""The Black Balloon"", ""Man Up"", ""California Suite"", ""ABC News With Auslan"", ""Countdown To War""]"
227;2000-06-16;Corneliatje@live.nl;Cornelia;Female;['ARTS & CULTURE', 'PANEL & DISCUSSION', 'DRAMA'];Corneliatje;Zaanstad;rV4Gcc]W;[2019, 2022];['No preference'];['Documentary', 'tv', 'News'];['ARTS & CULTURE', 'PANEL & DISCUSSION', 'DRAMA'];"[""Sir Mouse"", ""Secrets Of Skin"", ""The Pool"", ""Hitsville: The Making Of Motown"", ""MathXplosion"", ""Doing It In Public: The Kaldor Projects Education Shorts"", ""Who Killed Belinda Peisley? Uncovered"", ""Maddie's Do You Know?"", ""Coastal Processes And Land Forms"", ""Starstruck""]"
228;2002-08-02;Deliatjuuh@hotmail.nl;Delia;Female;['PANEL & DISCUSSION'];Deliatjuuh;Gouda;3+(B_sK_;[2020, 2022];['No preference'];['Panel_Discussion', 'Documentary', 'tv'];['PANEL & DISCUSSION'];"[""Sleeping Beauty"", ""Dodo"", ""Hey Duggee"", ""The Beanies: Music Clips"", ""Ethics Matters"", ""Titch And Ted Do Maths"", ""Bob The Builder"", ""199 Little Heroes"", ""Census: Why We Count (2021)"", ""The Time Of Our Lives""]"
229;1972-03-23;Lillia01@outlook.nl;Lillia;Female;['DOCUMENTARY', 'PANEL & DISCUSSION', 'DRAMA'];Lillia01;Rotterdam;z@LcT2+%;[2016, 2019];['No preference'];['News', 'Panel_Discussion', 'tv'];['DOCUMENTARY', 'PANEL & DISCUSSION', 'DRAMA'];"[""Ochres"", ""Budget 2022: The Treasurer's Speech"", ""Muster Dogs"", ""RetroFocus Presents: Yesterday's News"", ""My Life in Hitler's Germany"", ""Waffle The Wonder Dog"", ""I Can't Go To School Today"", ""The Heights (Simplified Chinese Subtitles)"", ""Back In Time For Dinner: Education Shorts"", ""The Queen's Green Planet""]"
230;1958-01-30;BeatriceXX@live.nl;Beatrice;Female;['KIDS'];BeatriceXX;Maastricht;AGqU)8ax;[2017, 2020];['No preference'];['News'];['KIDS'];"[""ABC News Stories"", ""Offsiders"", ""Q+A"", ""National Press Club Address"", ""Planet America"", ""Budget 2022: Opposition Reply"", ""ABC Late News Weekend"", ""Media Bites"", ""7.30 Mark Humphries Satire"", ""ABC NEWS Live Stream""]"
231;1979-10-11;Fannie759@hotmail.com;Fannie;Female;['INDIGENOUS', 'LIFESTYLE', 'REGIONAL AUSTRALIA'];Fannie759;Leeuwarden;HaYe?7k7;[2016, 2019];['MA'];['Documentary', 'Panel_Discussion'];['INDIGENOUS', 'LIFESTYLE', 'REGIONAL AUSTRALIA'];"[""Catching A Predator"", ""Shane Warne: In Conversation with Tracey Holmes"", ""Tomorrow Tonight"", ""That Christmas"", ""Back To Earth: Stargazing Live"", ""Spicks And Specks"", ""Secrets of Althorp with Charles Spencer"", ""Countdown To War"", ""Lockdown Stories"", ""Girl Like You""]"
232;1987-08-14;Lolax@outlook.nl;Lola;Female;['LIFESTYLE', 'REGIONAL AUSTRALIA'];Lolax;IJmuiden;2LHkL&kR;[2020, 2022];['M', 'MA'];['Panel_Discussion'];['LIFESTYLE', 'REGIONAL AUSTRALIA'];"[""Would I Lie To You?"", ""National Press Club Address"", ""Whovians"", ""Budget 2022: An ABC News Special"", ""Gruen"", ""Tomorrow Tonight"", ""Insiders"", ""You Can't Ask That (Simplified Chinese Subtitles)"", ""The Journey Home:  Reconciliation Through Repatriation"", ""Australia Debates""]"
233;2003-11-03;Stacey759@live.nl;Stacey;Female;['KIDS', 'EDUCATION'];Stacey759;Apeldoorn;9F(4m3Z-;[2019, 2022];['No preference'];['News', 'Movie'];['KIDS', 'EDUCATION'];"[""Close Of Business"", ""ABC News Regional"", ""Griff The Invisible"", ""Eagle Vs. Shark"", ""Being Julia"", ""My Kingdom"", ""January 26"", ""Friday Briefing"", ""The Honourable Wally Norman"", ""Angel""]"
234;1981-06-15;Raex@hotmail.nl;Rae;Female;['KIDS'];Raex;Deventer;Naun-+k5;[2021, 2022];['PG'];['Movie', 'tv', 'Panel_Discussion'];['KIDS'];"[""Finding The Archibald"", ""The Office"", ""Wild Target"", ""Robot Wars: World Series Specials"", ""Warumuk - in the dark night"", ""Fresh Meat"", ""The Snail And The Whale"", ""Maddie's Do You Know?"", ""Play School: Acknowledgement of Country"", ""Little Princess""]"
235;1981-10-24;Juliet01@outlook.nl;Juliet;Female;['INDIGENOUS'];Juliet01;Vlissingen;)jB^TEs3;[2017, 2021];['No preference'];['Movie', 'Panel_Discussion', 'News'];['INDIGENOUS'];"[""Tickled"", ""Secret Men's Business"", ""Not Suitable For Children"", ""ABC News At Noon"", ""Murray Whelan: The Brush Off"", ""9/11 Stories"", ""Bright Young Things"", ""The Big Heat"", ""Ukrainian President Zelenskyy addresses Australian Parliament"", ""Children Of The Revolution""]"
236;1967-11-09;Jasmine@outlook.nl;Jasmine;Female;['INDIGENOUS', 'NEWS'];Jasmine;Zutphen;rHr%MwQ4;[2019, 2021];['PG', 'MA', 'G'];['News', 'Documentary'];['INDIGENOUS', 'NEWS'];"[""7.30: The Interviews"", ""Women Of Steel"", ""Listen Up"", ""Louis Theroux's Forbidden America"", ""The Crown and Us: The Story of The Royals in Australia"", ""Going Country"", ""Griff's Great Australian Rail Trip"", ""The Making Of David Attenborough's Galapagos"", ""Women In Politics"", ""Fightback Farmers""]"
237;1955-03-06;HallieXX@hotmail.nl;Hallie;Female;['EDUCATION', 'LIFESTYLE', 'REGIONAL AUSTRALIA'];HallieXX;Emmen;Naun-+k5;[2019, 2022];['No preference'];['Movie'];['EDUCATION', 'LIFESTYLE', 'REGIONAL AUSTRALIA'];"[""You're Next"", ""Pollock"", ""An Accidental Soldier"", ""Secret Men's Business"", ""Mr Smith Goes To Washington"", ""Let Me In"", ""Stand By Me"", ""The Wild One"", ""Trumbo"", ""Absolutely Anything""]"
238;1990-11-11;Faetje@outlook.nl;Fae;Female;['KIDS', 'FAMILY', 'DRAMA'];Faetje;Maastricht;qB>s3G[@;[2019, 2022];['No preference'];['Movie'];['KIDS', 'FAMILY', 'DRAMA'];"[""I'm Not There"", ""Stand By Me"", ""Train To Busan"", ""The Broken Shore"", ""Accidents Happen"", ""Insidious"", ""Easy Rider"", ""The Death And Life Of Otto Bloom"", ""The Last Picture Show (Director's Cut)"", ""A Royal Night Out""]"
239;2003-10-24;Noreen759@hotmail.com;Noreen;Female;['SCIENCE', 'REGIONAL AUSTRALIA', 'DOCUMENTARY'];Noreen759;Katwijk;#NAAM?;[2018, 2019];['G', 'M'];['tv'];['SCIENCE', 'REGIONAL AUSTRALIA', 'DOCUMENTARY'];"[""Compass"", ""Zog And The Flying Doctors"", ""Olobob Top"", ""The Young Offenders"", ""Woodley"", ""Science Max! Experiments At Large"", ""How To Make: Brainy Bites"", ""Black Comedy"", ""The Merry Widow"", ""The Importance Of Being Miriam""]"
240;1995-08-16;Melvina00@icloud.com;Melvina;Female;['KIDS'];Melvina00;Groningen;AGqU)8ax;[2016, 2017];['G', 'PG'];['tv', 'Movie'];['KIDS'];"[""On The Road"", ""Coriolanus"", ""The Producers"", ""Mr Smith Goes To Washington"", ""Ochres"", ""Lah-Lah's Big Live Band"", ""California Suite"", ""Play School: The Very Silly Special"", ""Wild Target"", ""Weather On The Go""]"
241;2004-06-23;Rubyx@hotmail.com;Ruby;Female;['REGIONAL AUSTRALIA'];Rubyx;Breda;hyBcC/N2;[2017, 2021];['G', 'MA', 'PG'];['tv', 'Panel_Discussion'];['REGIONAL AUSTRALIA'];"[""What's For Dinner? Lunar New Year (Simplified Chinese Subtitles)"", ""Press"", ""Soul Mates"", ""The Last Panthers"", ""Dangerous Remedy"", ""Mixed Up Maths"", ""Deadly Family Portraits: Sansbury Sisters"", ""In My Shoes: China"", ""Floogals"", ""Mumbai - Managing a Megacity""]"
242;1973-05-29;Peggietje@outlook.nl;Peggie;Female;['LIFESTYLE', 'SCIENCE'];Peggietje;Ede;8m%]D[[4;[2018, 2022];['G', 'M'];['Documentary', 'Panel_Discussion'];['LIFESTYLE', 'SCIENCE'];"[""Employable Me Australia"", ""Putin: A Russian Spy Story"", ""The Yearly With Charlie Pickering 2021"", ""Australia Talks 2021"", ""My Body Says"", ""David Attenborough's Flying Monsters"", ""The Greek Islands With Julia Bradbury"", ""Insiders: The Interviews"", ""Hunting The Essex Lorry Killers"", ""How To Live Younger""]"
243;1979-06-23;Genetje@outlook.com;Gene;Female;['ARTS & CULTURE'];Genetje;Middelburg;_99vu@B*;[2018, 2020];['M', 'PG'];['Panel_Discussion', 'Movie', 'News'];['ARTS & CULTURE'];"[""7.30 Special: The Shane Warne Interview"", ""Budget 2022: The Treasurer's Speech"", ""Four Corners Classics"", ""Cliffy"", ""For Your Consideration"", ""Accidents Happen"", ""Australian Story"", ""Way Out Ag"", ""You're Next"", ""Strummer: The Future Is Unwritten""]"
244;1979-05-12;Elverax@icloud.com;Elvera;Female;['INDIGENOUS', 'KIDS', 'DOCUMENTARY'];Elverax;Hoogeveen;RHjPj.6r;[2021, 2022];['No preference'];['News', 'tv'];['INDIGENOUS', 'KIDS', 'DOCUMENTARY'];"[""ABC News VIC"", ""Belgravia"", ""Visible"", ""KGB"", ""Life In Medieval Europe"", ""Kids Listen: Story Salad"", ""Here Comes The Grump"", ""Science Max! Experiments At Large"", ""The Letdown"", ""Grandpa Honeyant Storytime""]"
245;1985-10-10;Lupe123@outlook.nl;Lupe;Female;['FAMILY'];Lupe123;Ridderkerk;GD./Uj8C;[2016, 2021];['No preference'];['Documentary', 'tv'];['FAMILY'];"[""SeaChange"", ""Bird Nerd: The Art Of Leila Jeffreys"", ""The Pool"", ""All-Round Champion"", ""London Spy"", ""Charlie And Lola"", ""Alva's World"", ""Bad Nature"", ""The Art of Collecting"", ""The Demon Headmaster""]"
246;1962-02-08;Edithx@hotmail.nl;Edith;Female;['DRAMA'];Edithx;Zwolle;AGqU)8ax;[2018, 2020];['MA'];['tv', 'Documentary'];['DRAMA'];"[""Book Hungry Bears"", ""Compass"", ""River Valley Civilizations"", ""Unforgotten"", ""Basketball: WNBL"", ""What Makes Me Me?"", ""Our Dawn"", ""Catalyst"", ""Against All Odds: Inside Statistics"", ""Christmas In Australia With Christine Anu""]"
247;1957-04-13;Eulalia@live.nl;Eulalia;Female;['DRAMA', 'EDUCATION'];Eulalia;Amsterdam;Vj>&dY2w;[2017, 2022];['M'];['tv', 'Movie'];['DRAMA', 'EDUCATION'];"[""Bonnie and Clyde"", ""Cyber Dreaming"", ""Mikki vs the World"", ""Daniel Tiger's Neighbourhood"", ""David Attenborough's Micro Monsters"", ""The Storybuilding Tool Kit"", ""The Bright Side"", ""Melbourne Comedy Festival"", ""Call The Midwife"", ""The Games""]"
248;1992-09-10;Stacey00@icloud.com;Stacey;Female;['COMEDY', 'DRAMA', 'EDUCATION'];Stacey00;Zevenaar;f-QV+*8A;[2018, 2019];['M'];['Movie', 'Panel_Discussion', 'Documentary'];['COMEDY', 'DRAMA', 'EDUCATION'];"[""Accidents Happen"", ""A Secret"", ""The Chemical World"", ""David Attenborough's Global Adventure"", ""Ageless Friendships"", ""The Black Balloon"", ""Catching A Killer"", ""California Suite"", ""David Attenborough's Conquest Of The Skies"", ""The Pool""]"
249;1979-02-10;Jonix@gmail.com;Joni;Female;['COMEDY', 'KIDS'];Jonix;Zutphen;Lj_!!2s7;[2016, 2019];['PG'];['News'];['COMEDY', 'KIDS'];"[""Insiders"", ""Budget 2022: An ABC News Special"", ""7.30 Special: The Shane Warne Interview"", ""ABC News Mornings"", ""Foreign Correspondent: The Rise Of China"", ""Foreign Correspondent"", ""Media Bites"", ""The World This Week"", ""Vanished Girl: The Disappearance Of Eve Askew"", ""ABC News Regional""]"
250;1992-03-24;Lenna@gmail.com;Lenna;Female;['KIDS', 'FAMILY'];Lenna;Etten-Leur;u(j8bCh-;[2016, 2021];['M'];['News', 'tv'];['KIDS', 'FAMILY'];"[""Friday Briefing"", ""Weather On The Go"", ""Legends Of Oz: Dorothy's Return"", ""Iceland: Living With Volcanoes"", ""This Place: Artist Series"", ""Pride: Live at The Apollo"", ""Play School: Hello Friends!"", ""The Battle For Ukraine"", ""Top Jobs For Dogs"", ""Insiders: From The Couch""]"
251;1988-07-06;Muriel@outlook.com;Muriel;Female;['REGIONAL AUSTRALIA', 'INDIGENOUS', 'EDUCATION'];Muriel;Zevenaar;!sSj4DNk;[2016, 2021];['No preference'];['Documentary'];['REGIONAL AUSTRALIA', 'INDIGENOUS', 'EDUCATION'];"[""The Twist"", ""David Attenborough's Global Adventure"", ""Extraordinary Escapes"", ""Books That Made Us"", ""Julia Zemiro's Home Delivery"", ""Keeping Australia Safe"", ""Louis Theroux's Forbidden America"", ""Bird Nerd: The Art Of Leila Jeffreys"", ""Attenborough And The Empire Of The Ants"", ""Devil's Advocate""]"
252;1977-09-14;Marlene@hotmail.nl;Marlene;Female;['PANEL & DISCUSSION'];Marlene;Eindhoven;)jB^TEs3;[2017, 2019];['No preference'];['News', 'Movie'];['PANEL & DISCUSSION'];"[""Census 2021: Why We Count"", ""7.30"", ""Being Julia"", ""Sherpa"", ""Budget 2022: An ABC News Special"", ""13 Assassins"", ""ABC News NSW"", ""Planet America"", ""Paranoia"", ""Angel""]"
253;1987-07-28;LanaXX@outlook.nl;Lana;Female;['PANEL & DISCUSSION', 'DRAMA', 'REGIONAL AUSTRALIA'];LanaXX;Apeldoorn;!cMQexg7;[2016, 2019];['No preference'];['News', 'Panel_Discussion', 'tv'];['PANEL & DISCUSSION', 'DRAMA', 'REGIONAL AUSTRALIA'];"[""Noddy Toyland Detective"", ""The Next Step"", ""Everyday English"", ""All My Friends Are Racist"", ""Friday Briefing"", ""Finding The Archibald"", ""Schitt's Creek"", ""Hank Zipzer"", ""Dead Pixels"", ""Can We Save The Reef?""]"
254;1967-11-14;Sharlene759@outlook.com;Sharlene;Female;['LIFESTYLE', 'INDIGENOUS'];Sharlene759;Zwolle;PZdq4@V^;[2017, 2021];['No preference'];['Panel_Discussion', 'Movie'];['LIFESTYLE', 'INDIGENOUS'];"[""Greetings From Tim Buckley"", ""Would I Lie To You?"", ""La Bamba"", ""Adaptation"", ""Control"", ""Splinter"", ""All That Jazz"", ""QI"", ""100 Bloody Acres"", ""For Your Consideration""]"
255;1969-01-04;Ottie759@gmail.com;Ottie;Female;['EDUCATION', 'SCIENCE', 'KIDS'];Ottie759;s-Hertogenbosch;g)Ev8^(M;[2018, 2021];['PG', 'G', 'MA'];['Movie', 'tv', 'News'];['EDUCATION', 'SCIENCE', 'KIDS'];"[""Molly And Mack"", ""Hey You, What If?"", ""Angel"", ""Ochres"", ""Starstruck"", ""Luo Bao Bei"", ""Bright Young Things"", ""The Well"", ""The Making Of David Attenborough's Galapagos"", ""The World""]"
256;2004-09-20;Rowenax@hotmail.com;Rowena;Female;['NEWS', 'REGIONAL AUSTRALIA', 'EDUCATION'];Rowenax;Zwolle;3@}ZxYA.;[2017, 2021];['No preference'];['Movie', 'News', 'tv'];['NEWS', 'REGIONAL AUSTRALIA', 'EDUCATION'];"[""Justine Clarke: Pyjama Jam"", ""Sovereignty: 50 Years of the Tent Embassy"", ""Three Kingdoms"", ""Humpty's Big Adventure"", ""ABC News At Noon"", ""Find Me In Paris"", ""Spirit Riding Free"", ""Book Hungry Bears (Mandarin)"", ""Unsung Secrets"", ""Human Touch""]"
257;1991-10-08;Cornelia759@outlook.com;Cornelia;Female;['LIFESTYLE', 'ARTS & CULTURE'];Cornelia759;Apeldoorn;3>Xbcncq;[2016, 2021];['No preference'];['News', 'Panel_Discussion', 'Documentary'];['LIFESTYLE', 'ARTS & CULTURE'];"[""Louis Theroux: Shooting Joe Exotic"", ""The Making Of Flying Monsters With David Attenborough"", ""Decoding Danger"", ""Catching A Killer: A Bullet Through The Window"", ""Wildflowers Of The Midwest Of WA"", ""David Attenborough's Rise Of Animals"", ""ABC News At Noon"", ""Waltzing The Dragon With Benjamin Law"", ""Rulla's Connection to Country"", ""Flight To Freedom""]"
258;1953-11-17;Sandy01@icloud.com;Sandy;Female;['KIDS', 'INDIGENOUS', 'LIFESTYLE'];Sandy01;Zeist;(_KB7s]C;[2016, 2017];['MA', 'PG'];['Movie'];['KIDS', 'INDIGENOUS', 'LIFESTYLE'];"[""The End Of The Affair"", ""Starter For 10"", ""Tempe Tip"", ""Tickled"", ""Not Suitable For Children"", ""Sherpa"", ""The Sorcerer and the White Snake"", ""Paranoia"", ""An Accidental Soldier"", ""Tommy""]"
259;2002-05-30;Bernadette123@hotmail.nl;Bernadette;Female;['COMEDY', 'DOCUMENTARY'];Bernadette123;Kampen;Z4baA^ud;[2018, 2021];['No preference'];['Movie'];['COMEDY', 'DOCUMENTARY'];"[""Griff The Invisible"", ""Hunger"", ""Dead Europe"", ""On A Clear Day"", ""A Royal Night Out"", ""Strictly Ballroom"", ""Pollock"", ""Paranormal Activity"", ""Adaptation"", ""Let Me In""]"
260;1999-01-03;SophieXX@outlook.com;Sophie;Female;['KIDS', 'ARTS & CULTURE', 'LIFESTYLE'];SophieXX;Purmerend;7$j^&P9H;[2016, 2021];['No preference'];['tv', 'Movie'];['KIDS', 'ARTS & CULTURE', 'LIFESTYLE'];"[""Roald Dahl's Revolting Rhymes"", ""Humpty's Big Adventure"", ""Beethoven Emperor Concerto"", ""Weather On The Go"", ""Archer"", ""Dawn French Live: 30 Million Minutes"", ""My Girl"", ""Summer's Day"", ""The Newsreader"", ""Turtle Odyssey""]"
261;1967-09-30;Ronaldx@outlook.nl;Ronald;Female;['COMEDY', 'INDIGENOUS', 'NEWS'];Ronaldx;Capelle aan den IJssel;Pu.(pr6&;[2021, 2022];['MA'];['Movie', 'Panel_Discussion', 'News'];['COMEDY', 'INDIGENOUS', 'NEWS'];"[""Way Out Ag"", ""South Solitary"", ""War Stories"", ""Goldstone"", ""The Kids Are All Right"", ""An Accidental Soldier"", ""Flight To Freedom"", ""A Few Best Men"", ""Newcastle"", ""On The Road""]"
262;1979-09-05;GraceXX@icloud.com;Grace;Female;['INDIGENOUS', 'EDUCATION'];GraceXX;Oosterhout;8m%]D[[4;[2019, 2020];['PG', 'MA', 'M'];['Documentary'];['INDIGENOUS', 'EDUCATION'];"[""David Attenborough's Rise Of Animals"", ""Rugged Paradise: The Abrolhos Islands"", ""The Making Of David Attenborough's Kingdom Of Plants"", ""The Story of Film: An Odyssey"", ""Can We Save The Reef?"", ""Stargazing Live"", ""The Upside"", ""Catching A Predator"", ""The Making of David Attenborough's Great Barrier Reef"", ""Dementia & Us""]"
263;2004-09-14;Tatyana00@gmail.com;Tatyana;Female;['REGIONAL AUSTRALIA'];Tatyana00;Zutphen;Wf8.nZUJ;[2017, 2019];['No preference'];['News', 'Panel_Discussion', 'tv'];['REGIONAL AUSTRALIA'];"[""The Moodys"", ""Mumbai - Urbanisation and Megacities"", ""Dragons: Riders Of Berk"", ""Operation Ouch!"", ""Thunderbirds Are Go"", ""Cemetery Junction"", ""Ukrainian President Zelenskyy addresses Australian Parliament"", ""Mumbai - Managing a Megacity"", ""One, Two, Threebies!"", ""La Paquita""]"
264;1995-02-05;HannahXX@hotmail.nl;Hannah;Female;['ARTS & CULTURE', 'PANEL & DISCUSSION', 'INDIGENOUS'];HannahXX;Hoogeveen;RHjPj.6r;[2018, 2022];['No preference'];['Panel_Discussion', 'News'];['ARTS & CULTURE', 'PANEL & DISCUSSION', 'INDIGENOUS'];"[""Surviving Extinction"", ""Australia Talks 2021"", ""The Ticket"", ""Living With Fire"", ""New Normal"", ""Media Bites"", ""Back To Earth: Stargazing Live"", ""Afternoon Briefing"", ""Census 2021: Why We Count"", ""The Brief""]"
265;1998-11-07;Lulu01@hotmail.nl;Lulu;Female;['LIFESTYLE', 'PANEL & DISCUSSION', 'REGIONAL AUSTRALIA'];Lulu01;Ede;G3KCVW)p;[2019, 2022];['No preference'];['tv', 'Movie', 'Documentary'];['LIFESTYLE', 'PANEL & DISCUSSION', 'REGIONAL AUSTRALIA'];"[""Bob The Builder"", ""Pip And Posy"", ""72 Cutest Animals"", ""Back In Time For Dinner: Education Shorts"", ""Only God Forgives"", ""Gavin And Stacey"", ""Social Media Me"", ""ABC Education Good Mornings"", ""Bird Nerd: The Art Of Leila Jeffreys"", ""8MMM""]"
266;2002-12-19;Luveniax@gmail.com;Luvenia;Female;['KIDS', 'NEWS'];Luveniax;Maastricht;k[5Q/8f?;[2017, 2021];['PG', 'G'];['News', 'Panel_Discussion'];['KIDS', 'NEWS'];"[""Friday Briefing"", ""Women In Politics"", ""ABC News Video Lab"", ""Q+A"", ""War Stories"", ""Heywire"", ""The Business"", ""Boyer Lecture 2019: Rachel Perkins"", ""Bee Cause"", ""ABC News Mornings""]"
267;1983-04-12;BridgetXX@outlook.com;Bridget;Female;['SCIENCE', 'DRAMA', 'ARTS & CULTURE'];BridgetXX;Assen;&ZM(xg3?;[2016, 2017];['No preference'];['Movie'];['SCIENCE', 'DRAMA', 'ARTS & CULTURE'];"[""For Your Consideration"", ""Funny Girl"", ""The Little Death"", ""Cheri"", ""South Solitary"", ""A Royal Night Out"", ""The Men Who Stare At Goats"", ""Trumbo"", ""Tommy"", ""My Kingdom""]"
